,Issue Date,Plate ID,Registration State,Summons Number,Vehicle Color,Vehicle Expiration Date,Vehicle Make,Violation Description,Violation code,alert,id_drone
0,2014-10-01,EPC5238,NY,8002531292.0,BL,2015-01-01 00:00:00,CHEVR,No Parking (street clean),21.0,0.0,0.0
1,2014-10-21,XBVP75,NJ,7704167637.0,WHITE,2014-01-01 00:00:00,FORD,No Std (Com Veh) Com Plate,16.0,0.0,13.0
2,2014-10-04,6AJWV5,CT,7420795630.0,BLACK,8888-01-01 00:00:00,FORD,Expired Muni Meter,37.0,0.0,19.0
3,2014-10-06,60304MD,NY,8011213386.0,BROWN,8888-01-01 00:00:00,FRUEH,Double Parking (Com-100Ft),46B,0.0,22.0
4,2014-10-29,62417JM,NY,7715539594.0,BROWN,8888-01-01 00:00:00,INTER,No Parking (Com Plate),20,0.0,57.0
5,2014-10-26,FSR4824,PA,7904510741.0,GREY,2015-01-01 00:00:00,DODGE,No Standing,14,0.0,96.0
6,2014-10-18,FFD8782,NY,1377069310.0,WHITE,2014-01-01 00:00:00,CHEVR,,,0.0,130.0
7,2014-10-17,FPJ1829,NY,1371162438.0,BLK,2015-01-01 00:00:00,HONDA,,,0.0,151.0
8,2014-10-24,PGQ1276,OH,7933595054.0,PURPL,2014-01-01 00:00:00,DODGE,Failure to Display Muni Rec,38,0.0,152.0
9,2014-10-14,FWF5011,NY,7940366609.0,GY,2016-01-01 00:00:00,NISSA,Insp Sticker Expired (NYS),71A,0.0,153.0
10,2014-10-30,L30ETD,NJ,7030989776.0,BLACK,8888-01-01 00:00:00,NISSA,No Stand (bus stop),19,0.0,163.0
11,2014-10-27,T655967C,NY,1374632776.0,BLACK,2015-01-01 00:00:00,LINCO,,,0.0,191.0
12,2014-10-14,GRJ8550,NY,7104778330.0,DKR,2016-01-01 00:00:00,TOYOT,Double Parking (Non-COM),46A,0.0,218.0
13,2014-10-08,10490MA,NY,7061409575.0,BL,2016-01-01 00:00:00,INTER,Double PKG-Midtown,47,0.0,230.0
14,2014-10-30,11391MB,NY,7795957950.0,BK,2015-01-01 00:00:00,MAZDA,Exp. Muni-Mtr (Com. Mtr. Z),42,0.0,240.0
15,2014-10-28,ZEM1664,NY,1374557584.0,BROWN,2011-01-01 00:00:00,DODGE,,,0.0,242.0
16,2014-10-19,FZA4038,NY,1363519013.0,BK,2016-01-01 00:00:00,TOYOT,,,0.0,255.0
17,2014-10-31,T429608C,NY,1371318785.0,BK,2014-01-01 00:00:00,LINCO,,,0.0,262.0
18,2014-10-01,ZNC25T,NJ,7713943171.0,BLACK,8888-01-01 00:00:00,JEEP,Sidewalk,51,0.0,286.0
19,2014-10-27,GCZ9069,NY,7701949823.0,BK,2014-01-01 00:00:00,LEXUS,Expired Muni Meter,37,0.0,301.0
20,2014-10-03,418HNV,FL,7029065177.0,GREY,2015-01-01 00:00:00,TOYOT,Expired Muni Meter,37,0.0,303.0
21,2014-10-02,XX167U,NJ,8006726371.0,WHITE,8888-01-01 00:00:00,ISUZU,Bike Lane,48,0.0,317.0
22,2014-10-15,CMT5588,NY,7326725159.0,GR,2015-01-01 00:00:00,HONDA,Failure to Display Muni Rec,38,0.0,328.0
23,2014-10-30,GMK4541,NY,8004068698.0,GREY,2016-01-01 00:00:00,TOYOT,Failure to Display Muni Rec,38,0.0,329.0
24,2014-10-29,GNB8573,NY,8011559035.0,WHITE,2016-01-01 00:00:00,NISSA,Expired Muni Meter,37,0.0,345.0
25,2014-10-11,BYN2920,NY,7753945786.0,SILVE,2014-01-01 00:00:00,TOYOT,Reg. Sticker Expired (NYS),70A,0.0,361.0
26,2014-10-19,GPU2013,NY,8007668858.0,LTG,2016-01-01 00:00:00,MAZDA,No Parking (Non-COM),20A,0.0,364.0
27,2014-10-02,XAYE76,NJ,7336342942.0,WHITE,8888-01-01 00:00:00,FORD,No Standing,14,0.0,379.0
28,2014-10-25,N359846,CA,7094282886.0,SILVE,2014-01-01 00:00:00,VOLKS,Expired Muni Meter,37,0.0,399.0
29,2014-10-24,75086JX,NY,7210732482.0,WHITE,8888-01-01 00:00:00,CHEVR,Failure to Display Muni Rec,38,0.0,401.0
30,2014-10-01,32751JZ,NY,7053439355.0,BROWN,8888-01-01 00:00:00,WORKH,No Stand (bus stop),19,0.0,420.0
31,2014-10-14,47830MD,NY,7882331790.0,WHITE,2015-01-01 00:00:00,PETER,No Standing,14,0.0,427.0
32,2014-10-15,FDY9120,NY,7118344308.0,GL,2016-01-01 00:00:00,CHRYS,Expired Muni Meter,37,0.0,436.0
33,2014-10-04,ETC9482,NY,7003801358.0,RED,2015-01-01 00:00:00,FORD,Insp Sticker Expired (NYS),71A,0.0,448.0
34,2014-10-02,FXV9449,NY,1370108229.0,BROWN,2016-01-01 00:00:00,PLYMO,,,0.0,456.0
35,2014-10-24,FAW9137,NY,7700375860.0,BL,2016-01-01 00:00:00,CHEVR,Failure to Display Muni Rec,38,0.0,457.0
36,2014-10-01,GDM8166,NY,8001138367.0,GY,2015-01-01 00:00:00,CHEVR,Expired Muni Meter,37,0.0,476.0
37,2014-10-25,EHZ6553,NY,7436325875.0,BK,2016-01-01 00:00:00,NISSA,Sidewalk,51,0.0,514.0
38,2014-10-13,GPP2359,NY,8001518620.0,GY,2016-01-01 00:00:00,LEXUS,Failure to Display Muni Rec,38,0.0,516.0
