,Issue Date,Plate ID,Registration State,Summons Number,Vehicle Color,Vehicle Expiration Date,Vehicle Make,Violation Description,Violation code,alert,id_drone
55,2015-06-30,GLP2039,NY,7575453805.0,RD,2016-01-01 00:00:00,BUICK,No Parking (street clean),21,0.0,578.0
56,2015-06-01,GOT1760,NY,8000340525.0,BK,2016-01-01 00:00:00,TOYOT,Expired Muni Meter,37,0.0,609.0
57,2015-06-02,DWL1829,NY,7114698963.0,RED,2015-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,624.0
58,2015-06-08,AG41217,AZ,7856379730.0,WHITE,8888-01-01 00:00:00,FORD,Double Parking (Com-100Ft),46B,0.0,634.0
59,2015-06-02,GXX4098,NY,7307595394.0,BK,2017-01-01 00:00:00,FORD,No Parking (street clean),21,0.0,641.0
60,2015-06-10,D5TR41,FL,1347525476.0,,2015-01-01 00:00:00,HYUND,,,0.0,646.0
61,2015-06-11,38913MG,NY,8024534733.0,YW,2016-01-01 00:00:00,FORD,No Stand (exc hotel load),11,0.0,651.0
62,2015-06-01,T648750C,NY,7322608033.0,BK,2015-01-01 00:00:00,HONDA,Failure to Display Muni Rec,38,0.0,654.0
63,2015-06-02,GXP4164,NY,7738769749.0,RD,2017-01-01 00:00:00,FORD,No Parking (street clean),21,0.0,660.0
64,2015-06-16,WHN2T,FL,7701194630.0,BLACK,2015-01-01 00:00:00,ME/BE,Expired Muni Meter,37,0.0,661.0
65,2015-06-12,EWV2822,NY,7726636208.0,BLACK,2015-01-01 00:00:00,ACURA,Failure to Display Muni Rec,38,0.0,667.0
66,2015-06-08,GPW4198,NY,8044514995.0,GR,2016-01-01 00:00:00,JEEP,Insp Sticker Expired (NYS),71A,0.0,683.0
67,2015-06-25,55743MB,NY,8020366428.0,ORANG,8888-01-01 00:00:00,CHEVR,Expired Muni Meter,37,0.0,695.0
68,2015-06-15,GGT7523,NY,1384533886.0,BRN,2017-01-01 00:00:00,HONDA,,,0.0,732.0
69,2015-06-03,GMK5436,NY,7752239343.0,WH,2016-01-01 00:00:00,ME/BE,Failure to Display Muni Rec,38,0.0,740.0
70,2015-06-24,64847MA,NY,7560476016.0,RED,2015-01-01 00:00:00,INTER,No Parking (street clean),21,0.0,772.0
71,2015-06-04,GTJ5898,NY,7805789563.0,GY,2016-01-01 00:00:00,MAZDA,No Parking (street clean),21,0.0,775.0
72,2015-06-12,23005MG,NY,7715899872.0,WH,2016-01-01 00:00:00,CHEVR,Storage-3 hour Commercial,85,0.0,786.0
73,2015-06-06,GXD9067,NY,7418310833.0,BK,2017-01-01 00:00:00,BMW,Failure to Display Muni Rec,38,0.0,788.0
74,2015-06-18,FCM8632,NY,7759138556.0,WH,2016-01-01 00:00:00,MAZDA,Fire Hydrant,40,0.0,789.0
75,2015-06-16,647YTS,MA,1378067575.0,BK,2017-01-01 00:00:00,CHRYS,,,0.0,797.0
76,2015-06-25,CRC6480,NY,7381177596.0,SILVE,2016-01-01 00:00:00,HONDA,Failure to Display Muni Rec,38,0.0,820.0
77,2015-06-09,EGD220,VT,7989459164.0,SILVE,2015-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,832.0
78,2015-06-13,B43BHX,NJ,7534783628.0,BLACK,8888-01-01 00:00:00,ME/BE,No Parking (Non-COM),20A,0.0,842.0
79,2015-06-11,ADD1198,NY,8023105887.0,GR,2017-01-01 00:00:00,MINI,Insp Sticker Expired (NYS),71A,0.0,873.0
80,2015-06-24,GWE2669,NY,7336395363.0,WH,2017-01-01 00:00:00,ACURA,Double Parking (Non-COM),46A,0.0,919.0
81,2015-06-25,GXD7046,NY,7452794199.0,BK,2017-01-01 00:00:00,GMC,Failure to Display Muni Rec,38,0.0,944.0
82,2015-06-10,CJP8943,NY,7084207790.0,BK,2017-01-01 00:00:00,NISSA,Failure to Display Muni Rec,38,0.0,962.0
83,2015-06-19,GSU4675,NY,8014724094.0,GOLD,2016-01-01 00:00:00,TOYOT,Expired Muni Meter,37,1.0,965.0
84,2015-06-23,98404JX,NY,8010241970.0,BROWN,8888-01-01 00:00:00,WORKH,No Stand (taxi stand),13,0.0,967.0
85,2015-06-17,26350ME,NY,8033176258.0,WH,2016-01-01 00:00:00,MI/F,Double Parking (Com-100Ft),46B,0.0,974.0
86,2015-06-08,BDN6523,NY,7461921812.0,GY,2016-01-01 00:00:00,MAZDA,No Std (Com Veh) Non-COM,16A,0.0,983.0
87,2015-06-12,GND9648,NY,8036359340.0,BK,2016-01-01 00:00:00,ME/BE,Failure to Display Muni Rec,38,0.0,985.0
88,2015-06-30,FEP6672,NY,7099890669.0,LT/,2016-01-01 00:00:00,LEXUS,No Parking (street clean),21,0.0,988.0
89,2015-06-22,67718ME,NY,8046303045.0,WH,2016-01-01 00:00:00,FORD,No Std (Com Veh) Com Plate,16,0.0,997.0
90,2015-06-20,FDT6817,NY,7027033884.0,GY,2016-01-01 00:00:00,TOYOT,No Parking (Non-COM),20A,0.0,1006.0
91,2015-06-26,GYW4971,NY,8036361449.0,GREY,2015-01-01 00:00:00,HONDA,Expired Muni Meter,37,0.0,1045.0
92,2015-06-11,33587PC,NY,7047387146.0,OTHER,2016-01-01 00:00:00,FRUEH,Double Parking (Com-100Ft),46B,0.0,1052.0
93,2015-06-24,88406MC,NY,7821164185.0,BL,2015-01-01 00:00:00,FORD,No Std (Com Veh) Com Plate,16,0.0,1066.0
94,2015-06-19,553179N,NJ,7386670023.0,RED,8888-01-01 00:00:00,FORD,Failure to Display Muni Rec,38,0.0,1112.0
95,2015-06-29,GKM1263,NY,7701424015.0,BK,2015-01-01 00:00:00,KIA,Failure to Display Muni Rec,38,0.0,1119.0
96,2015-06-29,EAS9046,NY,7759588331.0,GY,2015-01-01 00:00:00,NISSA,No Standing,14,0.0,1125.0
97,2015-06-24,GVZ6230,NY,8041059375.0,GY,2017-01-01 00:00:00,FORD,No Parking (street clean),21,0.0,1159.0
98,2015-06-13,ESB9907,NY,7546383651.0,BLACK,2015-01-01 00:00:00,VOLKS,No Parking (Non-COM),20A,0.0,1173.0
99,2015-06-11,4BV5681,MD,7503063300.0,GREEN,2017-01-01 00:00:00,DODGE,No Parking (street clean),21,0.0,1183.0
100,2015-06-13,GZC3671,NY,7462646778.0,GY,2017-01-01 00:00:00,BMW,Crosswalk,50,0.0,1197.0
101,2015-06-10,XBGZ21,NJ,7919130300.0,WHITE,8888-01-01 00:00:00,FRUEH,Double PKG-Midtown,47,0.0,1203.0
102,2015-06-09,6YXV949,CA,7025393769.0,BLUE,2015-01-01 00:00:00,NISSA,No Parking (exc auth veh),24,0.0,1208.0
103,2015-06-09,31775JV,NY,8039204896.0,WH,2016-01-01 00:00:00,FORD,No Parking (Com Plate),20,0.0,1231.0
104,2015-06-22,J39CXT,NJ,8005946879.0,WHITE,8888-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,1237.0
105,2015-06-30,BDG6889,NY,7249051659.0,GY,2016-01-01 00:00:00,JEEP,Failure to Display Muni Rec,38,0.0,1247.0
106,2015-06-25,GEN4888,NY,7805114020.0,GY,2015-01-01 00:00:00,DODGE,Expired Muni Meter,37,0.0,1257.0
107,2015-06-29,DYR6168,NY,7147567389.0,BL,2017-01-01 00:00:00,HYUND,No Parking (street clean),21,0.0,1288.0
108,2015-06-30,GTT7475,NY,8043760111.0,BK,2016-01-01 00:00:00,ACURA,Expired Muni Meter,37,0.0,1290.0
109,2015-06-23,74947ME,NY,7785966199.0,WH,2015-01-01 00:00:00,WH,No Stand (bus stop),19,0.0,1302.0
110,2015-06-08,95376MD,NY,8010654000.0,BROWN,8888-01-01 00:00:00,WORKH,Failure to Display Muni Rec,38,0.0,1304.0
111,2015-06-30,41067MC,NY,1384524812.0,WH,2015-01-01 00:00:00,FORD,,,0.0,1312.0
112,2015-06-16,T648996C,NY,1382357473.0,BK,2016-01-01 00:00:00,GMC,,,0.0,1326.0
113,2015-06-09,915M876,MD,8012793908.0,SILVE,2016-01-01 00:00:00,CHEVR,No Parking (street clean),21,0.0,1338.0
114,2015-06-29,88418JU,NY,8025922108.0,WHITE,8888-01-01 00:00:00,DODGE,No Standing,14,0.0,1359.0
115,2015-06-08,EKP5804,NY,8040662758.0,GR,2016-01-01 00:00:00,JEEP,Expired Muni Meter,37,0.0,1367.0
116,2015-06-02,7109097,NY,8000765342.0,BLUE,2016-01-01 00:00:00,HYUND,Failure to Display Muni Rec,38,0.0,1370.0
117,2015-06-24,82987MC,NY,7809063250.0,WH,2016-01-01 00:00:00,DODGE,No Parking (Com Plate),20,0.0,1384.0
118,2015-06-22,AL610C,NJ,7859534769.0,WHITE,8888-01-01 00:00:00,MITSU,No Standing,14,0.0,1404.0
119,2015-06-27,GPX4770,NY,7713883502.0,BL,2016-01-01 00:00:00,HYUND,Crosswalk,50,0.0,1409.0
120,2015-06-02,888DAV,NY,7404799442.0,LT/,2016-01-01 00:00:00,HONDA,Sidewalk,51,0.0,1435.0
121,2015-06-04,68801MC,NY,8033231180.0,WH,2016-01-01 00:00:00,FORD,Exp. Muni-Mtr (Com. Mtr. Z),42,0.0,1445.0
122,2015-06-17,GRZ8105,NY,1379514903.0,TAN,2016-01-01 00:00:00,FORD,,,0.0,1448.0
123,2015-06-13,FGA1096,NY,8017443511.0,BK,2015-01-01 00:00:00,VOLKS,Reg. Sticker Expired (NYS),70A,0.0,1454.0
124,2015-06-20,GWC9268,NY,8023937157.0,GY,2017-01-01 00:00:00,CHEVR,No Parking (street clean),21,0.0,1463.0
125,2015-06-19,23310MB,NY,7059058977.0,GY,2017-01-01 00:00:00,CHEVR,Exp. Muni-Mtr (Com. Mtr. Z),42,0.0,1470.0
126,2015-06-09,GWC3972,NY,7726635034.0,GY,2017-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,1478.0
127,2015-06-20,GBL6845,NY,8029222622.0,BL,2016-01-01 00:00:00,TOYOT,Expired Muni Meter,37,0.0,1486.0
128,2015-06-11,GVK4643,NY,8017036700.0,GR,2017-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,1498.0
129,2015-06-29,DOM1NA,NY,7065916108.0,GY,2015-01-01 00:00:00,CHRYS,No Parking (street clean),21,0.0,1519.0
130,2015-06-29,10698MA,NY,7063848859.0,WHITE,2016-01-01 00:00:00,CHEVR,Expired Muni Meter,37,0.0,1542.0
131,2015-06-05,XR611B,NJ,8027654610.0,WHITE,2015-01-01 00:00:00,ISUZU,No Stand (bus stop),19,0.0,1550.0
132,2015-06-06,ETN7759,NY,7764742612.0,BK,2015-01-01 00:00:00,CHEVR,No Parking (street clean),21,0.0,1555.0
133,2015-06-19,GRS4600,NY,1383929932.0,BLACK,2016-01-01 00:00:00,ME/BE,,,0.0,1587.0
134,2015-06-10,DNB2421,NY,7696367869.0,RD,2016-01-01 00:00:00,FORD,No Parking (street clean),21,0.0,1593.0
135,2015-06-05,AEM4350,NY,7411143534.0,BLACK,2017-01-01 00:00:00,BUICK,No Parking (Non-COM),20A,0.0,1614.0
136,2015-06-15,388RLH,CT,8044550422.0,GREEN,8888-01-01 00:00:00,NISSA,Failure to Display Muni Rec,38,0.0,1615.0
137,2015-06-03,XEH5386,VA,7809413570.0,SILVE,2017-01-01 00:00:00,FORD,Failure to Display Muni Rec,38,0.0,1646.0
138,2015-06-23,XBHV79,NJ,7913316044.0,YELLO,2015-01-01 00:00:00,NS/OT,No Standing,14,0.0,1651.0
139,2015-06-11,FML2552,NY,8016868540.0,GREY,2017-01-01 00:00:00,CADIL,Crosswalk,50,0.0,1658.0
140,2015-06-04,T602531C,NY,1377280354.0,WHITE,2015-01-01 00:00:00,FORD,,,0.0,1660.0
141,2015-06-13,GUW5722,NY,7059325890.0,GREY,2017-01-01 00:00:00,ACURA,Expired Muni Meter,37,0.0,1664.0
142,2015-06-23,ECJ7409,NY,7574787219.0,GY,2015-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,1676.0
143,2015-06-01,GRJ7418,NY,7065910441.0,WH,2016-01-01 00:00:00,BMW,No Parking (street clean),21,0.0,1702.0
144,2015-06-09,GEL3351,NY,8014149610.0,GY,2015-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,1705.0
145,2015-06-30,FDN2723,NY,8025982324.0,GR,2016-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,1712.0
146,2015-06-27,FZJ4253,NY,7022305754.0,BL,2016-01-01 00:00:00,FORD,Failure to Display Muni Rec,38,0.0,1713.0
147,2015-06-09,GPN5439,NY,7468250832.0,BK,2016-01-01 00:00:00,HONDA,Insp Sticker Expired (NYS),71A,0.0,1714.0
148,2015-06-15,N275371,LA,8044550495.0,SILVE,2015-01-01 00:00:00,CHRYS,No Standing,14,1.0,1726.0
149,2015-06-11,GPC1645,NY,7638738408.0,DKB,2016-01-01 00:00:00,FORD,No Parking (Non-COM),20A,0.0,1737.0
150,2015-06-14,GLR4104,NY,7163930033.0,GY,2015-01-01 00:00:00,HONDA,Improperly Displayed Plate,74A,0.0,1742.0
151,2015-06-09,87248JY,NY,7615748914.0,GY,2017-01-01 00:00:00,FORD,Insp Stkr Mutilated,72,0.0,1777.0
152,2015-06-24,GGU3622,NY,7693468183.0,BLACK,2015-01-01 00:00:00,HONDA,Failure to Display Muni Rec,38,0.0,1778.0
153,2015-06-13,9APKL7,CT,8029845510.0,SILVE,8888-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,1784.0
154,2015-06-04,AM696V,NJ,8035803890.0,GREEN,8888-01-01 00:00:00,FRUEH,No Standing,14,0.0,1810.0
155,2015-06-25,6AFEN2,CT,8034274628.0,GREY,8888-01-01 00:00:00,BMW,Double Parking (Non-COM),46A,0.0,1843.0
156,2015-06-27,DHW7093,NY,1382432689.0,GY,2015-01-01 00:00:00,CARY,,,0.0,1845.0
157,2015-06-03,0748929,ME,7446340149.0,WHITE,8888-01-01 00:00:00,NS/OT,Wrong Way,61,0.0,1848.0
158,2015-06-02,2028689,IN,7890784399.0,BLACK,8888-01-01 00:00:00,FRUEH,Platform lifts in low posit,84,0.0,1850.0
159,2015-06-22,63330JE,NY,7293184670.0,BR,2017-01-01 00:00:00,GMC,Exp. Muni-Mtr (Com. Mtr. Z),42,0.0,1853.0
160,2015-06-01,GUP4650,NY,8045884198.0,GY,2016-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,1873.0
161,2015-06-30,FWZ6185,NY,7582369506.0,BL,2016-01-01 00:00:00,HONDA,No Std (Com Veh) Non-COM,16A,0.0,1895.0
162,2015-06-16,X87CTP,NJ,7661365704.0,GREY,8888-01-01 00:00:00,MAZDA,No Parking (street clean),21,0.0,1911.0
163,2015-06-11,DMK4205,NY,7959753878.0,BK,2016-01-01 00:00:00,JEEP,Failure to Display Muni Rec,38,0.0,1929.0
164,2015-06-29,GUJ6112,NY,1379174211.0,WH,2016-01-01 00:00:00,HONDA,,,0.0,1938.0
165,2015-06-16,GBK2260,NY,8026262785.0,RED,2017-01-01 00:00:00,TOYOT,No Parking (Non-COM),20A,0.0,1941.0
166,2015-06-15,GTL9779,NY,8027373803.0,BL,2017-01-01 00:00:00,DODGE,Failure to Display Muni Rec,38,0.0,1943.0
167,2015-06-04,DFZ3916,MI,7810254042.0,GREEN,2015-01-01 00:00:00,TOYOT,Failure to Display Muni Rec,38,0.0,1957.0
168,2015-06-30,70352MG,NY,7298797645.0,BK,2017-01-01 00:00:00,FORD,Expired Muni Meter,37,0.0,1964.0
169,2015-06-19,GEG2258,NY,7381176671.0,SILVE,2017-01-01 00:00:00,DODGE,Expired Muni Meter,37,0.0,1972.0
170,2015-06-18,70930JY,NY,7839195829.0,WHITE,8888-01-01 00:00:00,CHEVR,Failure to Display Muni Rec,38,0.0,1980.0
171,2015-06-29,GXU4667,NY,7684247487.0,BK,2017-01-01 00:00:00,BMW,Failure to Display Muni Rec,38,0.0,2015.0
172,2015-06-26,2663214,PA,8046702341.0,GREY,2015-01-01 00:00:00,NISSA,Failure to Display Muni Rec,38,0.0,2017.0
173,2015-06-12,32415,NY,8001547255.0,WHITE,2016-01-01 00:00:00,INTER,No Stand (bus stop),19,0.0,2021.0
174,2015-06-12,GPD1420,NY,7513849791.0,BR,2016-01-01 00:00:00,NISSA,Insp Sticker Expired (NYS),71A,0.0,2035.0
175,2015-06-05,FXP9378,NY,8007890786.0,GR,2016-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,2036.0
176,2015-06-17,2N95A,NY,8044458177.0,YW,2016-01-01 00:00:00,FORD,No Parking (street clean),21,0.0,2038.0
177,2015-06-26,GRF7145,NY,7938383661.0,BK,2016-01-01 00:00:00,ME/BE,No Std (Com Veh) Non-COM,16A,0.0,2048.0
178,2015-06-26,JHK5713,PA,8047100506.0,WHITE,2015-01-01 00:00:00,INFIN,No Parking (street clean),21,0.0,2056.0
179,2015-06-04,BYZ5565,TX,7513847861.0,WHITE,2014-01-01 00:00:00,TOYOT,No Standing,14,0.0,2058.0
180,2015-06-12,67400ME,NY,1379588662.0,BLUE,2017-01-01 00:00:00,GMC,,,0.0,2064.0
181,2015-06-27,FJG2704,NY,1384563350.0,BWN,2017-01-01 00:00:00,HYUND,,,0.0,2073.0
182,2015-06-29,63527JM,NY,8046851401.0,BROWN,8888-01-01 00:00:00,GMC,No Standing,14,0.0,2077.0
183,2015-06-30,34749JX,NY,8021577368.0,WHITE,2015-01-01 00:00:00,MITSU,No Parking (street clean),21,0.0,2078.0
184,2015-06-08,GYK3841,NY,7027509313.0,SILVE,2017-01-01 00:00:00,HONDA,Insp. Sticker Missing (NYS,71,0.0,2090.0
185,2015-06-17,GFP7996,NY,7020618777.0,BK,2015-01-01 00:00:00,BMW,No Standing,14,1.0,2093.0
186,2015-06-22,DZK1237,NY,7462648271.0,WH,2015-01-01 00:00:00,HYUND,Reg. Sticker Expired (NYS),70A,0.0,2099.0
187,2015-06-05,C55CBZ,NJ,7032792418.0,WHITE,8888-01-01 00:00:00,CHEVR,Expired Muni Meter,37,0.0,2105.0
188,2015-06-05,FDY2320,NY,8045356662.0,RD,2016-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,2108.0
189,2015-06-01,20667TC,NY,7917384858.0,WHITE,2016-01-01 00:00:00,KENWO,No Standing,14,0.0,2140.0
190,2015-06-09,BGG1797,NY,7089586959.0,GY,2016-01-01 00:00:00,TOYOT,Expired Muni Meter,37,0.0,2155.0
191,2015-06-20,GNJ8947,NY,8008575633.0,BK,2016-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,2156.0
192,2015-06-30,FFF6257,NY,8033821012.0,GY,2016-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,2184.0
193,2015-06-16,FLR1733,NY,7754282665.0,BK,2016-01-01 00:00:00,CHRYS,Failure to Display Muni Rec,38,0.0,2191.0
194,2015-06-18,2143946,IN,8033140010.0,YELLO,2015-01-01 00:00:00,INTER,No Stand (exc auth veh),17,0.0,2193.0
195,2015-06-19,GFE7529,NY,8046302107.0,BK,2017-01-01 00:00:00,VOLKS,No Parking (street clean),21,0.0,2198.0
196,2015-06-04,HAP013,NJ,8023932196.0,BLACK,8888-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,2202.0
197,2015-06-30,GWM3908,NY,7810260686.0,RD,2017-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,2204.0
198,2015-06-18,EMM4671,NY,8031657932.0,GL,2016-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,2210.0
199,2015-06-15,63394JM,NY,8014948750.0,BROWN,8888-01-01 00:00:00,INTER,Double Parking (Com-100Ft),46B,0.0,2233.0
200,2015-06-16,19214MD,NY,7326767373.0,WH,2015-01-01 00:00:00,FRUEH,Crosswalk,50,0.0,2237.0
201,2015-06-08,FWH7471,NY,7864357556.0,BK,2015-01-01 00:00:00,JEEP,No Parking (Non-COM),20A,0.0,2270.0
202,2015-06-25,65571JV,NY,1384296335.0,WHITE,2016-01-01 00:00:00,CHEVR,,,0.0,2278.0
203,2015-06-30,GMX2008,NY,7738775178.0,BK,2016-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,2284.0
204,2015-06-04,DUC7658,NY,7795892875.0,GY,2017-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,2291.0
205,2015-06-08,FPS1825,NY,1384445158.0,GRAY,2015-01-01 00:00:00,TOYOT,,,0.0,2301.0
206,2015-06-12,DTN1376,NY,7181154199.0,RED,2016-01-01 00:00:00,HYUND,No Standing,14,0.0,2303.0
