,Issue Date,Plate ID,Registration State,Summons Number,Vehicle Color,Vehicle Expiration Date,Vehicle Make,Violation Description,Violation code,alert,id_drone
0,2015-01-20,GKX8095,NY,8017159560.0,GREEN,2015-01-01 00:00:00,LEXUS,Insp Sticker Expired (NYS),71A,0.0,9.0
1,2015-01-20,GKX8095,NY,8017159560.0,GREEN,2015-01-01 00:00:00,LEXUS,Insp Sticker Expired (NYS),71A,0.0,10.0
2,2015-01-21,GDL7305,NY,1379105602.0,GRAY,2015-01-01 00:00:00,TOYOT,,,0.0,20.0
3,2015-01-24,GJP9663,NY,7997989572.0,BK,2015-01-01 00:00:00,NISSA,No Parking (Non-COM),20A,0.0,23.0
4,2015-01-24,GJP9663,NY,7997989572.0,BK,2015-01-01 00:00:00,NISSA,No Parking (Non-COM),20A,0.0,24.0
5,2015-01-21,44189JW,NY,8013576309.0,WH,2015-01-01 00:00:00,FORD,Insp Sticker Expired (NYS),71A,0.0,39.0
6,2015-01-21,44189JW,NY,8013576309.0,WH,2015-01-01 00:00:00,FORD,Insp Sticker Expired (NYS),71A,0.0,40.0
7,2015-01-12,W73DRS,NJ,7553907455.0,TAN,8888-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,45.0
8,2015-01-12,W73DRS,NJ,7553907455.0,TAN,8888-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,46.0
9,2015-01-03,GLY1430,NY,7758777260.0,GY,2016-01-01 00:00:00,TOYOT,No Standing,14,0.0,50.0
10,2015-01-03,GLY1430,NY,7758777260.0,GY,2016-01-01 00:00:00,TOYOT,No Standing,14,0.0,51.0
11,2015-01-21,EDT9406,NY,7576361815.0,BLACK,2015-01-01 00:00:00,PORSC,Insp Sticker Expired (NYS),71A,0.0,53.0
12,2015-01-21,EDT9406,NY,7576361815.0,BLACK,2015-01-01 00:00:00,PORSC,Insp Sticker Expired (NYS),71A,0.0,54.0
13,2015-01-28,G75DWB,NJ,8014364727.0,GREY,8888-01-01 00:00:00,BUICK,Fire Hydrant,40,0.0,83.0
14,2015-01-28,24705MB,NY,7719036463.0,WHITE,2016-01-01 00:00:00,MITSU,Expired Muni Meter,37,0.0,94.0
15,2015-01-07,48549JW,NY,7887930730.0,WH,2016-01-01 00:00:00,FORD,Failure to Disp Muni Recpt,69,0.0,110.0
16,2015-01-07,48549JW,NY,7887930730.0,WH,2016-01-01 00:00:00,FORD,Failure to Disp Muni Recpt,69,0.0,111.0
17,2015-01-30,P132083,IN,7779989239.0,GREY,8888-01-01 00:00:00,NS/OT,Detached Trailer,66,0.0,142.0
18,2015-01-26,S364CA,NY,7557956060.0,SILVE,2015-01-01 00:00:00,BMW,Failure to Display Muni Rec,38,0.0,175.0
19,2015-01-26,S364CA,NY,7557956060.0,SILVE,2015-01-01 00:00:00,BMW,Failure to Display Muni Rec,38,0.0,176.0
20,2015-01-26,DRX2540,NY,7969135547.0,GOLD,2016-01-01 00:00:00,TOYOT,Failure to Display Muni Rec,38,0.0,178.0
21,2015-01-26,DRX2540,NY,7969135547.0,GOLD,2016-01-01 00:00:00,TOYOT,Failure to Display Muni Rec,38,0.0,179.0
22,2015-01-02,AYG8775,NY,8006835640.0,BK,2015-01-01 00:00:00,NISSA,Insp Sticker Expired (NYS),71A,0.0,201.0
23,2015-01-02,AYG8775,NY,8006835640.0,BK,2015-01-01 00:00:00,NISSA,Insp Sticker Expired (NYS),71A,0.0,202.0
24,2015-01-16,FTF2865,NY,7241918721.0,BL,2015-01-01 00:00:00,NISSA,No Standing,14,0.0,205.0
25,2015-01-16,FTF2865,NY,7241918721.0,BL,2015-01-01 00:00:00,NISSA,No Standing,14,0.0,206.0
26,2015-01-09,71280MD,NY,7064176919.0,OTHER,2015-01-01 00:00:00,INTER,Double Parking (Com-100Ft),46B,0.0,208.0
27,2015-01-09,71280MD,NY,7064176919.0,OTHER,2015-01-01 00:00:00,INTER,Double Parking (Com-100Ft),46B,0.0,209.0
28,2015-01-22,GGZ3988,NY,8024605788.0,GREY,2015-01-01 00:00:00,SUBAR,No Parking (Non-COM),20A,0.0,221.0
29,2015-01-22,GGZ3988,NY,8024605788.0,GREY,2015-01-01 00:00:00,SUBAR,No Parking (Non-COM),20A,0.0,222.0
30,2015-01-08,JPR0739,PA,7774273955.0,GREEN,2015-01-01 00:00:00,HONDA,Fire Hydrant,40,0.0,251.0
31,2015-01-08,JPR0739,PA,7774273955.0,GREEN,2015-01-01 00:00:00,HONDA,Fire Hydrant,40,0.0,252.0
32,2015-01-28,GBP8250,NY,1377622915.0,WH,2016-01-01 00:00:00,FORD,,,0.0,278.0
33,2015-01-22,2028688,IN,7335946074.0,OTHER,2015-01-01 00:00:00,FRUEH,No Standing,14,0.0,279.0
34,2015-01-22,2028688,IN,7335946074.0,OTHER,2015-01-01 00:00:00,FRUEH,No Standing,14,0.0,280.0
35,2015-01-02,60699MD,NY,7889158350.0,WH,2015-01-01 00:00:00,MITSU,No Stand (exc auth veh),17,0.0,322.0
36,2015-01-02,60699MD,NY,7889158350.0,WH,2015-01-01 00:00:00,MITSU,No Stand (exc auth veh),17,0.0,323.0
37,2015-01-07,DHW1179,NY,7432727600.0,GY,2015-01-01 00:00:00,ACURA,Insp Sticker Expired (NYS),71A,0.0,333.0
38,2015-01-07,DHW1179,NY,7432727600.0,GY,2015-01-01 00:00:00,ACURA,Insp Sticker Expired (NYS),71A,0.0,334.0
39,2015-01-09,T627030C,NY,7641576990.0,BLACK,8888-01-01 00:00:00,LEXUS,No Parking (street clean),21,0.0,336.0
40,2015-01-09,T627030C,NY,7641576990.0,BLACK,8888-01-01 00:00:00,LEXUS,No Parking (street clean),21,0.0,337.0
41,2015-01-09,62669JM,NY,7516718580.0,BROWN,8888-01-01 00:00:00,FRUEH,No Stand (bus stop),19,0.0,341.0
42,2015-01-09,62669JM,NY,7516718580.0,BROWN,8888-01-01 00:00:00,FRUEH,No Stand (bus stop),19,0.0,342.0
43,2015-01-12,8AHWF7,CT,7909145706.0,GREY,2015-01-01 00:00:00,VOLKS,No Stand (exc auth veh),17,0.0,371.0
44,2015-01-12,8AHWF7,CT,7909145706.0,GREY,2015-01-01 00:00:00,VOLKS,No Stand (exc auth veh),17,0.0,372.0
45,2015-01-30,64533JW,NY,7291932865.0,WH,2016-01-01 00:00:00,FORD,Failure to Display Muni Rec,38,0.0,378.0
46,2015-01-29,GEM5117,NY,7320347957.0,BL,2015-01-01 00:00:00,BMW,Expired Muni Meter,37,0.0,403.0
47,2015-01-30,45621MB,NY,7785942171.0,WH,2015-01-01 00:00:00,FRUEH,Failure to Display Muni Rec,38,1.0,416.0
48,2015-01-28,GEF9998,NY,8001783911.0,BK,2015-01-01 00:00:00,FORD,Crosswalk,50,0.0,419.0
49,2015-01-23,BMT5961,NY,1376001780.0,RED,2016-01-01 00:00:00,ACURA,,,0.0,469.0
50,2015-01-25,ECP6856,NY,7779988442.0,TAN,8888-01-01 00:00:00,FORD,Fire Hydrant,40,0.0,478.0
51,2015-01-25,ECP6856,NY,7779988442.0,TAN,8888-01-01 00:00:00,FORD,Fire Hydrant,40,0.0,479.0
52,2015-01-07,GJZ4085,NY,7114976288.0,BK,2015-01-01 00:00:00,BMW,Insp Sticker Expired (NYS),71A,0.0,492.0
53,2015-01-07,GJZ4085,NY,7114976288.0,BK,2015-01-01 00:00:00,BMW,Insp Sticker Expired (NYS),71A,0.0,493.0
54,2015-01-22,FSB7674,NY,7018902472.0,RD,2015-01-01 00:00:00,CHRYS,No Parking (street clean),21,0.0,517.0
55,2015-01-22,FSB7674,NY,7018902472.0,RD,2015-01-01 00:00:00,CHRYS,No Parking (street clean),21,0.0,518.0
56,2015-01-07,GDU9206,NY,7191174274.0,SILVE,2016-01-01 00:00:00,TOYOT,Insp Sticker Expired (NYS),71A,0.0,532.0
57,2015-01-07,GDU9206,NY,7191174274.0,SILVE,2016-01-01 00:00:00,TOYOT,Insp Sticker Expired (NYS),71A,0.0,533.0
58,2015-01-16,AP169V,NJ,7279529860.0,GREY,8888-01-01 00:00:00,INTER,No Stand (bus stop),19,0.0,544.0
59,2015-01-16,AP169V,NJ,7279529860.0,GREY,8888-01-01 00:00:00,INTER,No Stand (bus stop),19,0.0,545.0
