,Issue Date,Plate ID,Registration State,Summons Number,Vehicle Color,Vehicle Expiration Date,Vehicle Make,Violation Description,Violation code,alert,id_drone
102,2015-05-28,70478JV,NY,7068175557.0,WH,2016-01-01 00:00:00,FORD,Nighttime PKG on Res Street,78,0.0,1056.0
103,2015-05-20,DZJ2623,NY,7310216003.0,WH,2017-01-01 00:00:00,AUDI,Expired Muni Meter,37,0.0,1064.0
104,2015-05-05,11260MA,NY,7330654632.0,BK,2016-01-01 00:00:00,DODGE,Insp Sticker Expired (NYS),71A,1.0,1065.0
105,2015-05-30,96028JH,NY,1384297194.0,WHITE,2016-01-01 00:00:00,CHEVR,,,0.0,1071.0
106,2015-05-08,1AHKFO,CT,8002364156.0,GREY,2015-01-01 00:00:00,MITSU,Fire Hydrant,40,0.0,1096.0
107,2015-05-21,93327MC,NY,8039201779.0,WH,2016-01-01 00:00:00,FORD,Failure to Disp Muni Recpt,69,0.0,1103.0
108,2015-05-12,E58ESS,NJ,7211191636.0,BLUE,8888-01-01 00:00:00,BMW,Double Parking (Non-COM),46A,0.0,1110.0
109,2015-05-19,WUE23K,NJ,7056584767.0,WHITE,8888-01-01 00:00:00,PONTI,No Stand (Com. Mtr. Zone),31,0.0,1115.0
110,2015-05-20,CICH72,FL,7399164320.0,SILVE,2015-01-01 00:00:00,CHECK,Failure to Display Muni Rec,38,0.0,1118.0
111,2015-05-28,DWK5780,TX,7706771258.0,BLACK,2015-01-01 00:00:00,CHEVR,No Parking (street clean),21,0.0,1126.0
112,2015-05-20,WFH177,IN,8035609361.0,GREY,2015-01-01 00:00:00,TOYOT,Fire Hydrant,40,0.0,1134.0
113,2015-05-04,GMU2643,NY,8035655565.0,SILVE,2016-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,1153.0
114,2015-05-18,T656295C,NY,8021070845.0,BK,2015-01-01 00:00:00,GMC,Insp Sticker Expired (NYS),71A,0.0,1163.0
115,2015-05-08,OL5091J,NJ,8029153405.0,BLACK,8888-01-01 00:00:00,CADIL,No Standing,14,0.0,1168.0
116,2015-05-11,51082MC,NY,7737930796.0,WH,2017-01-01 00:00:00,CHEVR,Insp Sticker Expired (NYS),71A,0.0,1224.0
117,2015-05-11,GRH6552,NY,7718208722.0,WH,2016-01-01 00:00:00,GMC,Improper Registration,83,0.0,1243.0
118,2015-05-08,A53EPY,NJ,8036012467.0,BLACK,8888-01-01 00:00:00,HONDA,Expired Muni Meter,37,0.0,1272.0
119,2015-05-27,90281ME,NY,7785195020.0,WH,2016-01-01 00:00:00,DODGE,No Standing,14,0.0,1289.0
120,2015-05-08,FHE3602,NY,7184779174.0,BK,2017-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,1298.0
121,2015-05-05,GUG8463,NY,7177940352.0,BK,2016-01-01 00:00:00,NISSA,No Parking (Non-COM),20A,0.0,1319.0
122,2015-05-16,FXK5034,NY,7437158966.0,BK,2016-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,1328.0
123,2015-05-26,FSX7531,NY,7103451564.0,GY,2015-01-01 00:00:00,TOYOT,No Parking (Non-COM),20A,0.0,1336.0
124,2015-05-16,19848SH,NY,8009282789.0,YELLO,2015-01-01 00:00:00,NS/OT,Parked Bus (exc desig area),77,0.0,1345.0
125,2015-05-19,85914MD,NY,7411865011.0,BROWN,8888-01-01 00:00:00,FRUEH,Bike Lane,48,0.0,1348.0
126,2015-05-07,DAP1197,NY,8031362452.0,SILVE,2017-01-01 00:00:00,GMC,Expired Muni Meter,37,0.0,1373.0
127,2015-05-20,GPH9081,NY,8015643223.0,GY,2016-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,1377.0
128,2015-05-18,GNT2711,NY,7219373831.0,GL,2016-01-01 00:00:00,TOYOT,Failure to Display Muni Rec,38,0.0,1383.0
129,2015-05-29,GXG3557,NY,7550673032.0,TN,2017-01-01 00:00:00,HONDA,No Parking (street clean),21,0.0,1390.0
130,2015-05-21,MIDRE36,NY,8032869839.0,BL,2016-01-01 00:00:00,FORD,No Std (Com Veh) Com Plate,16,0.0,1401.0
131,2015-05-06,GTJ4189,NY,7798990860.0,GR,2016-01-01 00:00:00,TOYOT,No Stand (exc auth veh),17,0.0,1450.0
132,2015-05-21,ERB3276,NY,7096496944.0,RED,2015-01-01 00:00:00,SATUR,Reg. Sticker Expired (NYS),70A,0.0,1451.0
133,2015-05-15,75013JX,NY,7003846305.0,WHITE,8888-01-01 00:00:00,CHEVR,Failure to Display Muni Rec,38,0.0,1461.0
134,2015-05-29,AF81917,PA,8031141253.0,WHITE,2016-01-01 00:00:00,KENWO,"No STD Ex Con/DPL, D/S Dec",64,0.0,1467.0
135,2015-05-19,AS143B,NJ,8014888224.0,WHITE,8888-01-01 00:00:00,HINO,Failure to Display Muni Rec,38,0.0,1471.0
136,2015-05-28,GNN7552,NY,7713989134.0,BK,2016-01-01 00:00:00,LINCO,No Parking (street clean),21,0.0,1473.0
137,2015-05-11,YNF31E,NJ,7082188444.0,GREY,8888-01-01 00:00:00,TOYOT,No Standing,14,0.0,1487.0
138,2015-05-28,49775MA,NY,7806789492.0,RD,2016-01-01 00:00:00,KENWO,No Parking (street clean),21,0.0,1491.0
139,2015-05-07,63152ME,NY,8029970912.0,WH,2016-01-01 00:00:00,NISSA,Exp. Muni-Mtr (Com. Mtr. Z),42,0.0,1499.0
140,2015-05-15,66800JU,NY,7911987713.0,WHITE,2015-01-01 00:00:00,HINO,Failure to Disp Muni Recpt,69,0.0,1509.0
141,2015-05-21,0119NQD,DP,7921269722.0,BLACK,2015-01-01 00:00:00,CHEVR,"No STD Ex Con/DPL, D/S Dec",64,0.0,1510.0
142,2015-05-01,GFT7203,NY,8014480960.0,BK,2015-01-01 00:00:00,HONDA,Reg. Sticker Expired (NYS),70A,0.0,1526.0
143,2015-05-14,GPN1645,NY,7384248012.0,BK,2016-01-01 00:00:00,NISSA,Insp Sticker Expired (NYS),71A,0.0,1531.0
144,2015-05-23,WVJ11F,NJ,7740378446.0,WHITE,8888-01-01 00:00:00,TOYOT,No Stand (bus stop),19,0.0,1533.0
145,2015-05-15,CYU9112,NY,7978250337.0,BK,2016-01-01 00:00:00,DODGE,No Parking (Non-COM),20A,0.0,1539.0
146,2015-05-04,GGD5471,NY,7187191110.0,GREY,2017-01-01 00:00:00,HONDA,No Stand (bus stop),19,0.0,1569.0
147,2015-05-28,XCLD62,NJ,7421975433.0,GREEN,8888-01-01 00:00:00,HINO,No Stand (bus stop),19,0.0,1578.0
148,2015-05-06,DMJ3440,NY,8023924461.0,WH,2015-01-01 00:00:00,HONDA,No Parking (Non-COM),20A,0.0,1586.0
149,2015-05-16,WTG5335,VA,1382302230.0,BLUE,2016-01-01 00:00:00,FORD,,,0.0,1589.0
150,2015-05-26,88476JX,NY,7765541535.0,WHITE,2016-01-01 00:00:00,FRUEH,Storage-3 hour Commercial,85,0.0,1596.0
151,2015-05-27,CXZ6235,NY,8032321329.0,GREY,8888-01-01 00:00:00,CHEVR,Double Parking (Non-COM),46A,0.0,1599.0
152,2015-05-21,GWJ2501,NY,8025765544.0,BK,2016-01-01 00:00:00,NISSA,Insp Sticker Expired (NYS),71A,0.0,1604.0
153,2015-05-11,92979JE,NY,7386661940.0,BROWN,8888-01-01 00:00:00,INTER,Bike Lane,48,0.0,1648.0
154,2015-05-14,Z55DDL,NJ,8035661048.0,GREY,8888-01-01 00:00:00,NISSA,No Std (Com Veh) Non-COM,16A,0.0,1652.0
155,2015-05-22,31533MG,NY,7183561161.0,ORANG,8888-01-01 00:00:00,CHEVR,No Parking (street clean),21,0.0,1668.0
156,2015-05-16,AN921T,NJ,8010047077.0,WHITE,8888-01-01 00:00:00,PETER,No Stand (bus stop),19,0.0,1670.0
157,2015-05-12,GNT6275,NY,7776596772.0,BK,2015-01-01 00:00:00,FORD,Failure to Display Muni Rec,38,0.0,1680.0
158,2015-05-18,GDS4963,NY,7468247687.0,GY,2015-01-01 00:00:00,CHRYS,Expired Muni Meter,37,0.0,1684.0
159,2015-05-06,62131MC,NY,8038852552.0,WHITE,8888-01-01 00:00:00,FRUEH,No Standing,14,0.0,1687.0
160,2015-05-27,25027MJ,NY,1382642271.0,BLUE,2015-01-01 00:00:00,MERCU,,,0.0,1689.0
161,2015-05-05,GBN8687,NY,7729023684.0,BK,2016-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,1694.0
162,2015-05-12,GAL4187,NY,8010470820.0,BLACK,2016-01-01 00:00:00,DODGE,No Parking (Non-COM),20A,0.0,1696.0
163,2015-05-30,GHN2243,NY,8043453007.0,BL,2015-01-01 00:00:00,NISSA,No Parking (Non-COM),20A,1.0,1711.0
164,2015-05-01,GEA3622,NY,1381182719.0,BR,2016-01-01 00:00:00,FORD,,,0.0,1719.0
165,2015-05-15,CMV2246,NY,7897592182.0,GY,2015-01-01 00:00:00,AUDI,No Stand (Com. Mtr. Zone),31,0.0,1727.0
166,2015-05-23,67094JY,NY,7715576750.0,WH,2016-01-01 00:00:00,FORD,Double Parking (Com-100Ft),46B,0.0,1733.0
167,2015-05-08,F34DDG,NJ,8031520604.0,BLACK,8888-01-01 00:00:00,MAZDA,No Parking (street clean),21,0.0,1735.0
168,2015-05-20,5303DMJ,NJ,7856373684.0,WHITE,8888-01-01 00:00:00,MAZDA,Wrong Way,61,0.0,1755.0
169,2015-05-11,GRG8852,NY,7385882274.0,BK,2016-01-01 00:00:00,VOLKS,Expired Muni Meter,37,0.0,1766.0
170,2015-05-18,8798HE,SC,8017376546.0,GREY,2016-01-01 00:00:00,NISSA,No Parking (Non-COM),20A,0.0,1769.0
171,2015-05-30,GFF2461,NY,7979983208.0,GY,2015-01-01 00:00:00,BMW,Reg. Sticker Expired (NYS),70A,0.0,1776.0
172,2015-05-02,GSW7827,NY,7236697904.0,WHITE,2016-01-01 00:00:00,NS/OT,No Parking (street clean),21,0.0,1780.0
173,2015-05-28,96989MC,NY,8042253035.0,WHITE,2017-01-01 00:00:00,HONDA,Expired Muni Meter,37,0.0,1801.0
174,2015-05-29,59822JS,NY,1383236525.0,WH,2016-01-01 00:00:00,,,,0.0,1857.0
175,2015-05-28,GSW7479,NY,8025620750.0,BL,2016-01-01 00:00:00,HYUND,Failure to Display Muni Rec,38,0.0,1859.0
176,2015-05-28,32754JZ,NY,7065023072.0,BROWN,8888-01-01 00:00:00,WORKH,No Stand (bus stop),19,0.0,1871.0
177,2015-05-04,74664JV,NY,8043505627.0,WH,2016-01-01 00:00:00,CHEVR,Failure to Display Muni Rec,38,0.0,1900.0
178,2015-05-20,950DDB,NY,7291369708.0,WH,2016-01-01 00:00:00,INFIN,Expired Muni Meter,37,0.0,1905.0
179,2015-05-02,53857ME,NY,8002481422.0,WH,2016-01-01 00:00:00,CHEVR,Failure to Display Muni Rec,38,0.0,1907.0
180,2015-05-23,39547AN,NY,1383238376.0,RD,2016-01-01 00:00:00,DODGE,,,0.0,1918.0
181,2015-05-02,88823JY,NY,1382112312.0,WHT,2016-01-01 00:00:00,FORD,,,0.0,1922.0
182,2015-05-12,12041MC,NY,1382798659.0,WHITE,2016-01-01 00:00:00,CHEVR,,,0.0,1923.0
183,2015-05-06,FTN4079,NY,7577532332.0,GY,2015-01-01 00:00:00,HONDA,Insp Sticker Expired (NYS),71A,0.0,1936.0
184,2015-05-28,A41891,KY,8025229816.0,WHITE,8888-01-01 00:00:00,VOLVO,No Stand (bus stop),19,0.0,1942.0
185,2015-05-28,88073ME,NY,7950722770.0,WH,2016-01-01 00:00:00,FORD,No Parking (street clean),21,0.0,1949.0
186,2015-05-27,GTM3254,NY,7241562653.0,WH,2016-01-01 00:00:00,GMC,Expired Muni Meter,37,0.0,1966.0
187,2015-05-21,GLJ7393,NY,7137948625.0,WH,2016-01-01 00:00:00,HYUND,Failure to Display Muni Rec,38,0.0,1970.0
188,2015-05-27,18735PC,NY,8027824126.0,WH,2015-01-01 00:00:00,HINO,Bike Lane,48,0.0,1977.0
189,2015-05-22,BLANKPLATE,99,8019621386.0,GREY,2015-01-01 00:00:00,CHRYS,No Parking (street clean),21,0.0,1993.0
190,2015-05-13,12413JB,NY,8022565040.0,BROWN,8888-01-01 00:00:00,INTER,Fire Hydrant,40,0.0,2010.0
191,2015-05-11,VBN5418,VA,8026069791.0,BLACK,2015-01-01 00:00:00,HONDA,No Parking (Non-COM),20A,0.0,2012.0
192,2015-05-04,T667543C,NY,7291574250.0,BK,2016-01-01 00:00:00,NISSA,No Parking (street clean),21,0.0,2034.0
193,2015-05-19,GTL6022,NY,7060214641.0,GY,2016-01-01 00:00:00,GMC,No Parking (Non-COM),20A,0.0,2047.0
194,2015-05-11,14747AN,NY,8005937921.0,BLUE,2016-01-01 00:00:00,FORD,No Std (Com Veh) Com Plate,16,0.0,2060.0
195,2015-05-19,FLJ3648,NY,7624660994.0,WH,2015-01-01 00:00:00,ME/BE,Crosswalk,50,0.0,2067.0
196,2015-05-20,P11EPP,NJ,7436366245.0,SILVE,8888-01-01 00:00:00,FORD,No Parking (exc auth veh),24,0.0,2071.0
197,2015-05-06,GPX6079,NY,7688374509.0,BK,2016-01-01 00:00:00,NISSA,Expired Muni Meter,37,1.0,2091.0
198,2015-05-18,GYD3736,NY,1368349602.0,BK,2017-01-01 00:00:00,DODGE,,,0.0,2123.0
199,2015-05-08,80985MA,NY,8040850563.0,BL,2015-01-01 00:00:00,ME/BE,Expired Muni Meter,37,0.0,2124.0
200,2015-05-07,2EAH97,MD,8030665477.0,GREY,2015-01-01 00:00:00,TOYOT,No Parking (street clean),21,0.0,2141.0
201,2015-05-26,56771MG,NY,7425599910.0,WH,2017-01-01 00:00:00,WORK,Double Parking (Com-100Ft),46B,0.0,2154.0
202,2015-05-22,GVA9238,NY,8035610818.0,BL,2017-01-01 00:00:00,ME/BE,Double Parking (Non-COM),46A,0.0,2172.0
203,2015-05-13,FSH6788,NY,7344778397.0,GY,2015-01-01 00:00:00,MITSU,Reg. Sticker Expired (NYS),70A,0.0,2178.0
204,2015-05-26,EHG3205,NY,1383022483.0,GOLD,2016-01-01 00:00:00,HONDA,,,0.0,2181.0
